medicine_name,dosage_mg,form,use,diet_recommendation,suggestions,category,time_of_day
Montelukast Care,5.0,Syrup,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
LifeMontelukast,4.0,Tablet,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
Montelukast Pro,4.0,Tablet,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
Z-Montelukast,4.0,Tablet,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
NeoMontelukast,5.0,Syrup,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
Montelukast Dyna,10.0,Tablet,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
Montelukast Ultra,4.0,Syrup,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
Montelukast Max,4.0,Tablet,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
MegaMontelukast,4.0,Tablet,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
Montelukast Swift,10.0,Tablet,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
CureMontelukast,4.0,Tablet,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
Montelukast Plus,4.0,Tablet,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
Montelukast Health,10.0,Tablet,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
ReliMontelukast,4.0,Syrup,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
ApexMontelukast,4.0,Tablet,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
NovaMontelukast,10.0,Tablet,Asthma and allergy prevention.,Drink warm water. Avoid dusty environments.,Take in the evening. Complete full course.,"general_tips,daily_plan",evening
Paracetamol,125.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol,125.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol,125.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol,125.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol,250.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol,250.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol,250.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol,250.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol,500.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol,500.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol,500.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol,500.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol,650.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol,650.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol,650.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol,650.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol,125.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol,125.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol,125.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol,125.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol,250.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol,250.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol,250.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol,250.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol,500.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol,500.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol,500.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol,500.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol,650.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol,650.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol,650.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol,650.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol,125.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol,125.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol,125.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol,125.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol,250.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol,250.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol,250.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol,250.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol,500.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol,500.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol,500.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol,500.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol,650.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol,650.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol,650.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol,650.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol Med,650.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol Safe,125.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
CareParacetamol,500.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol Life,500.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
ProParacetamol,125.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol Z-,250.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",night
Paracetamol Neo,650.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol Dyna,500.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol Ultra,125.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol Max,125.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol Mega,500.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol Swift,125.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol Cure,650.0,Syrup,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol Plus,125.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
Paracetamol Health,650.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Paracetamol Reli,650.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",afternoon
Paracetamol Apex,650.0,Drops,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",morning
NovaParacetamol,250.0,Tablet,Fever and mild pain relief.,Drink plenty of water and eat light meals.,Take after food. Avoid alcohol.,"general_tips,medicine_recommendations",evening
Amoxicillin,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
Amoxicillin,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
Amoxicillin,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
Amoxicillin,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
Amoxicillin,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
Amoxicillin,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
Amoxicillin,500.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
Amoxicillin,500.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin,500.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
MedAmoxicillin,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
Amoxicillin Safe,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
Amoxicillin Care,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
LifeAmoxicillin,500.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
ProAmoxicillin,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
Amoxicillin Z-,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
NeoAmoxicillin,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
DynaAmoxicillin,500.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
UltraAmoxicillin,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
Amoxicillin Max,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
MegaAmoxicillin,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
Amoxicillin Swift,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin Cure,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
Amoxicillin Plus,250.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Amoxicillin Health,500.0,Capsule,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",morning
ReliAmoxicillin,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
ApexAmoxicillin,250.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",night
NovaAmoxicillin,500.0,Syrup,Bacterial infections.,Take with probiotics like yogurt or curd.,Complete full course. Do not skip doses.,"medicine_recommendations,foods_to_avoid",afternoon
Metformin,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin,850.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin,850.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
MedMetformin,850.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
SafeMetformin,850.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin Care,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin Life,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin Pro,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin Z-,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
NeoMetformin,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
DynaMetformin,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin Ultra,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin Max,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
MegaMetformin,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin Swift,850.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin Cure,850.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Metformin Plus,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin Health,1000.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin Reli,850.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",morning
Metformin Apex,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
NovaMetformin,500.0,Tablet,Diabetes management.,Strict low-sugar and high-fiber diet.,Take at same time daily with meals.,"foods_to_avoid,daily_plan",night
Amlodipine,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine,5.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine,10.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
MedAmlodipine,5.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
SafeAmlodipine,5.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
CareAmlodipine,5.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
LifeAmlodipine,5.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Pro,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Z-,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Neo,10.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Dyna,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Ultra,5.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Max,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Mega,10.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Swift,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
CureAmlodipine,10.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
PlusAmlodipine,10.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
HealthAmlodipine,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Reli,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Amlodipine Apex,10.0,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
NovaAmlodipine,2.5,Tablet,Blood pressure control.,Low salt (sodium) intake. Avoid grapefruit.,Take at same time daily. Regular monitoring.,"foods_to_avoid,daily_plan",morning
Ibuprofen,200.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen,200.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen,200.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
Ibuprofen,400.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen,400.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen,400.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
Ibuprofen,600.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen,600.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen,600.0,Tablet,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
Ibuprofen,200.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen,200.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen,200.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
Ibuprofen,400.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen,400.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen,400.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
Ibuprofen,600.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",morning
Ibuprofen,600.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
Ibuprofen,600.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",night
MedIbuprofen,200.0,Capsule,Pain and inflammation.,Stay hydrated. Avoid spicy food.,Take after food. Avoid alcohol.,"general_tips,foods_to_avoid",afternoon
